Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Reservasi_OR/Page_SIORA/div_w-6 h-6 rounded-lg border-2 flex items-cente""))",Chrome 148.0.7778.168,,,22-05-2026 11:14:50,22-05-2026 11:14:51,0.336s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:14:51,22-05-2026 11:14:53,2.011s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Next""))",Chrome 148.0.7778.168,,,22-05-2026 11:14:53,22-05-2026 11:14:53,0.339s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:14:53,22-05-2026 11:14:55,2.010s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/button_inline-flex items-center justify-center g""))",Chrome 148.0.7778.168,,,22-05-2026 11:14:55,22-05-2026 11:14:55,0.343s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:14:55,22-05-2026 11:14:57,2.007s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 11:14:57,22-05-2026 11:14:58,0.372s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:14:58,22-05-2026 11:15:00,2.008s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Komodo National Park""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:00,22-05-2026 11:15:00,0.363s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:00,22-05-2026 11:15:02,2.006s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:02,22-05-2026 11:15:03,0.369s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:03,22-05-2026 11:15:05,2.006s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/button_FOREIGNER1""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:05,22-05-2026 11:15:05,0.355s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:05,22-05-2026 11:15:07,2.005s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_Alexander Thorne""), ""testing"")",Chrome 148.0.7778.168,,,22-05-2026 11:15:07,22-05-2026 11:15:08,0.714s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_Passport or National ID""), ""0123456789"")",Chrome 148.0.7778.168,,,22-05-2026 11:15:08,22-05-2026 11:15:08,0.715s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/div_css-1xc3v61-indicatorContainer""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:08,22-05-2026 11:15:09,0.490s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/div_react-select-3-option-17""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:09,22-05-2026 11:15:09,0.588s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_e.g. London""), ""testing"")",Chrome 148.0.7778.168,,,22-05-2026 11:15:09,22-05-2026 11:15:11,1.251s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_44""), ""1412"")",Chrome 148.0.7778.168,,,22-05-2026 11:15:11,22-05-2026 11:15:11,0.680s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:11,22-05-2026 11:15:13,2.020s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_7700 900000""), ""1412123"")",Chrome 148.0.7778.168,,,22-05-2026 11:15:13,22-05-2026 11:15:14,0.739s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:14,22-05-2026 11:15:15,0.380s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:15,22-05-2026 11:15:17,2.011s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/button_Confirm""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:17,22-05-2026 11:15:17,0.340s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 11:15:17,22-05-2026 11:15:18,0.873s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 11:15:18,22-05-2026 11:15:20,2.017s,PASSED
