Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:35,22-05-2026 13:16:38,2.023s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:38,22-05-2026 13:16:38,0.685s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:38,22-05-2026 13:16:40,2.026s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/button_FOREIGNER1""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:40,22-05-2026 13:16:41,0.906s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:41,22-05-2026 13:16:43,2.027s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_Alexander Thorne""), ""testing"")",Chrome 148.0.7778.168,,,22-05-2026 13:16:43,22-05-2026 13:16:45,1.533s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_Passport or National ID""), ""0123456789"")",Chrome 148.0.7778.168,,,22-05-2026 13:16:45,22-05-2026 13:16:46,1.103s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/div_css-1xc3v61-indicatorContainer""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:46,22-05-2026 13:16:47,0.882s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/div_react-select-3-option-17""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:47,22-05-2026 13:16:48,1.609s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_e.g. London""), ""testing"")",Chrome 148.0.7778.168,,,22-05-2026 13:16:48,22-05-2026 13:16:50,1.403s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_44""), ""1412"")",Chrome 148.0.7778.168,,,22-05-2026 13:16:50,22-05-2026 13:16:51,1.350s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:51,22-05-2026 13:16:53,2.014s,PASSED
"setText(findTestObject(""Reservasi_OR/Page_SIORA/input_7700 900000""), ""1412123"")",Chrome 148.0.7778.168,,,22-05-2026 13:16:53,22-05-2026 13:16:54,1.209s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:54,22-05-2026 13:16:55,0.585s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:55,22-05-2026 13:16:57,2.015s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/Page_SIORA/button_Confirm""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:57,22-05-2026 13:16:58,0.800s,PASSED
"click(findTestObject(""Reservasi_OR/Page_SIORA/button_Continue to Tickets""))",Chrome 148.0.7778.168,,,22-05-2026 13:16:58,22-05-2026 13:16:59,0.983s,PASSED
delay(2),Chrome 148.0.7778.168,,,22-05-2026 13:16:59,22-05-2026 13:17:01,2.021s,PASSED
